교차로명,시도,시군구,도로명,기타주소,도로등급,시행청,준공연도,교차로 유형,회전교차로 유형,로터리 유형,"스쿨존 내
위치여부",교차로 내 신호 여부,"접근로 진입부
양보선 여부",계,신규추가,누락추가,비고,위도,경도,NUMPOINTS
성리사거리 회전교차로,충청북도,보은군,장선소계로,수한면 성리 1953,"6",행정안전부,"2013",4지,1차로형,,,, O,,,,,36.454348,127.682467,"0"
구티사거리 회전교차로,충청북도,보은군,산외로,산외면 구티리 465,"4",행정안전부,"2014",4지,1차로형,,,, O,,,,,36.551934,127.73385,"1"
봉계2교차로 회전교차로,충청북도,보은군,남부로,산외면 봉계리 4141,"4",행정안전부,"2014",4지,1차로형,,,, O,,,,,36.536233,127.71655,"1"
평각사거리 회전교차로,충청북도,보은군,매화구인로,탄부면 평각리 1353,"6",행정안전부,"2014",4지,1차로형,,,, O,,,,,36.551954,127.733789,"1"
말티재 정상 회전교차로,충청북도,보은군,속리산로,속리산면 갈목리 산19-6,"6",산림청,"2017",3지,1차로형,,,, O,,,,,36.499173,127.790924,"0"
하계리 사거리 회전교차로,충청북도,옥천군,지용로,옥천읍 하계리 10-5,군도,지자체,"2019",4지,1차로형,,,, O,1,"1",,,36.185365,127.353195,"0"
회동 회전교차로,충청북도,영동군,계산로,영동읍 계산리 86655,"6",행정안전부,"2010",4지,1차로형,,,, O,,,,,36.171978,127.792173,"0"
심천삼거리 회전교차로,충청북도,영동군,용심로,심천면 심천리 80972,"4",행정안전부,"2013",3지,1차로형,,,, O,,,,,36.232014,127.721917,"0"
중앙사거리 회전교차로,충청북도,영동군,중앙로,영동읍 계산리 6962,"6",지자체,"2017",4지,2차로형,,,, O,,,,,36.175259,127.777347,"7"
금정 회전교차로,충청북도,영동군,금강로,심천면 금정리 207-1,"4",행정안전부,"2017",4지,1차로형,,,, O,,,,,36.551934,127.73385,"1"
눈어치 회전교차로,충청북도,영동군,대학로,영동읍 설계리 667-1,"2",국토부(위임국도),"2016",4지,1차로형,,,, O,,,,,36.186585,127.780821,"2"
영동3교 회전교차로,충청북도,영동군,영동황간로,영동읍 매천리 5291,"6",국토부,"2015",4지,2차로형,,,, O,,,,,36.170652,127.775446,"2"
주곡 회전교차로,충청북도,영동군,회동로,영동읍 주곡리 4312,"6",국토부,"2017",4지,1차로형,,,, O,,,,,36.16811,127.814897,"1"
구교삼거리회전교차로,충청북도,영동군,구교로,계산리 260-3,군도,지자체,"2020",3지,1차로형,,,, O,1,"1",,,36.176507,127.7799,"4"
구교사거리회전교차로,충청북도,영동군,대학로,계산리 511-39,군도,지자체,"2019",4지,1차로형,, O,, O,1,"1",,,36.178129,127.778211,"3"
증천리 회전교차로,충청북도,증평군,두름로,증평읍 증천리 912,"6",행정안전부,"2012",3지,1차로형,,,, O,,,,,36.782123,127.595311,"0"
증천삼거리 회전교차로,충청북도,증평군,광장로,증평읍 증천리 952,"4",행정안전부,"2013",3지,1차로형,,,, O,,,,,36.780692,127.594405,"1"
사곡리 회전교차로,충청북도,증평군,사곡로,증평읍 사곡리 4635,"6",지자체,"2016",4지,1차로형,,,, O,,,,,36.789041,127.615871,"1"
37사단 정문 회전교차로,충청북도,증평군,초평로,증평읍 연탄리 7682,"6",행정안전부,"2017",4지,1차로형,,,, O,,,,,36.794316,127.560061,"0"
증천교삼거리 회전교차로,충청북도,증평군,광장로,증평읍 증천리 1242-1,"6",지자체,"2019",3지,1차로형,,,, O,,,,,36.778454,127.596431,"3"
죽리사거리 회전교차로,충청북도,증평군,초정약수로,증평읍 죽리 323-2,"6",지자체,"2019",4지,1차로형,,,, O,,,,,36.753599,127.613395,"0"
원동 회전교차로,충청북도,진천군,원덕로,문백면 문덕리 304,"6",지자체,"2005",4지,2차로형,,,, O,,,,,36.837374,127.441436,"4"
신월 회전교차로,충청북도,진천군,중미로,이월면 신월리 6104,"8",국토부,"2013",5지,2차로형,,,, O,,,,,36.913933,127.450284,"4"
신정 회전교차로,충청북도,진천군,문화로,진천읍 신정리 363-7,"6",지자체,"2018",5지,2차로형,,,, O,,,,,36.848634,127.454085,"1"
진천종합스포츠타운 회전교차로,충청북도,진천군,문화로,진천읍 신정리 761-8,군도,지자체,"2019",4지,2차로형,,,, O,1,"1",,,36.842211,127.443638,"0"
금신사거리 회전교차로,충청북도,괴산군,질마로,청안면 금신리 669-52,"4",행정안전부,"2011",4지,1차로형,,,, O,,,,,36.769767,127.639036,"0"
배상 회전교차로,충청북도,괴산군,중부로,연풍면 적석리 산16,"6",행정안전부,"2011",4지,1차로형,,,, O,,,,,36.764417,127.98284,"0"
행촌 회전교차로,충청북도,괴산군,연풍로,연풍면 행촌리 545-7,"6",행정안전부,"2012",4지,1차로형,,,, O,,,,,36.766173,128.003202,"0"
지경삼거리 회전교차로,충청북도,괴산군,괴산로,청천면 지경리 229-4,"4",국토부(위임국도),"2017",3지,1차로형,,,, O,,,,,36.743363,127.727624,"0"
부윤사거리 회전교차로,충청북도,음성군,대동로,대소면 부윤리 1309,"4",지자체,"2000",4지,1차로형,, O,, O,,,,,36.950216,127.524321,"1"
김정삼거리 회전교차로,충청북도,음성군,덕정로,삼성면 덕정리 645-5,"4",행정안전부,"2010",3지,1차로형,,,, O,,,,,37.019016,127.510271,"0"
차평교차로1 회전교차로,충청북도,음성군,음성로,생극면 차평리 458,"6",국토부,"2016",3지,1차로형,,,, O,,,,,37.050133,127.602281,"1"
차평교차로2 회전교차로,충청북도,음성군,음성로,생극면 신양리 4743,"6",국토부,"2016",5지,1차로형,,,, O,,,,,37.048479,127.602378,"0"
봉현사거리 회전교차로,충청북도,음성군,대동로,맹동면 봉현리 산44,지방도,지자체,"2019",4지,1차로형,,,, O,1,"1",,,36.94813,127.536579,"0"
숫돌고개 회전교차로,충청북도,음성군,무극로,금왕읍 내송리 산18,지방도,지자체,"2019",3지,1차로형,,,, O,1,"1",,,36.990578,127.580887,"2"
신천리 회전교차로,충청북도,음성군,음성로,음성읍 신천리 586-3,지방도,지자체,"2019",4지,2차로형,,,, O,1,"1",,,36.930043,127.680152,"3"
반기문로 회전교차로,충청북도,음성군,반기문호,음성읍 신천리 229-9,군도,지자체,"2019",3지,1차로형,,,, O,1,"1",,,36.92432,127.688776,"0"
성신후문 회전교차로,충청북도,단양군,삼봉로,매포읍 하괴리 17614,"6",행정안전부,"2012",3지,2차로형,,,, O,,,,,37.008905,128.336197,"1"
어상천소재지 회전교차로,충청북도,단양군,어상천로,어상천면 임현리 31812,"4",행정안전부,"2015",3지,1차로형,,,, O,,,,,37.100613,128.36022,"0"
매포평동 회전교차로,충청북도,단양군,평동로,매포읍 평동리 3485,"8",행정안전부,"2015",4지,1차로형,,,, O,,,,,37.032222,128.300569,"0"
병천 탑원교차로,충청남도,천안시 ,"충절로, 매봉로",탑원리 391,시도,지자체,"2004",5지,2차로형,,,,O,,,,,36.762892,127.304886,"1"
직산 자은가리교차로,충청남도,천안시 ,"부송로, 상덕로",자은가리 60-21,시도,행정안전부,"2015",4지,1차로형,,,,O,,,,,36.880651,127.122581,"3"
성환 율금교차로,충청남도,천안시 ,연암율금로,율금리 19-3,지방도,지자체,"2016",4지,1차로형,,,,O,,,,,36.905283,127.114697,"1"
병천교차로,충청남도,천안시 ,"병천1로, 아우내순대길",병천리 235-2,시도,지자체,"2018",5지,1차로형,,,,O,,,,,36.758176,127.296632,"4"
쌍용동 쌍구형 교차로,충청남도,천안시 ,"월봉로,쌍용19로",쌍용동 423-20,시도,민간사업자,"2018",쌍구형,2차로형,,,,O,,,,,36.792982,127.119589,"8"
독립기념관 회전교차로,충청남도,천안시 ,독립기념관로 1,남화리 52-6,기타,민간사업자,"2005",4지,2차로형,,,,X,1,,"1",,36.777165,127.232777,"3"
신방동 회전교차로,충청남도,천안시 ,통정5로 52,신방동 1897,시도,지자체,"2009",4지,2차로형,,,,X,1,,"1",,36.774047,127.132915,"5"
율금 회전 교차로,충청남도,천안시 ,석양길 1,석곡리 21-14,시도,지자체,"2019",4지,1차로형,,,,O,1,"1",,,36.884878,127.106909,"2"
학봉교차로,충청남도,공주시,동학사1로,"155",시도,행정안전부,"2011",3지,1차로형,,,,O,,,,,36.361009,127.251331,"0"
공산성앞 교차로,충청남도,공주시,왕릉로,"142",기타,지자체,"2011",3지,2차로형,,,,O,,,,,36.464173,127.123002,"6"
수촌교차로,충청남도,공주시,의당길,"6",시도,행정안전부,"2012",3지,1차로형,,,,O,,,,,36.50547,127.139224,"1"
소학교차로,충청남도,공주시,소학동길,"179",시도,지자체,"2014",2지,2차로형,,,,O,,,,,36.452608,127.148953,"1"
시청앞 교차로,충청남도,공주시,봉황로,"1",기타,지자체,"2015",5지,2차로형,,,,O,,,,,36.446475,127.120381,"2"
문예회관 앞 교차로,충청남도,공주시,왕릉로,"37",기타,지자체,"2016",3지,2차로형,,,,O,,,,,36.459924,127.112507,"2"
금학교차로,충청남도,공주시,우금티로,"535",기타,지자체,"2016",3지,2차로형,,,,O,,,,,36.442001,127.119581,"5"
버드나무교차로,충청남도,공주시,무령로,"283",기타,지자체,"2016",4지,2차로형,,,,O,,,,,36.455769,127.130668,"11"
경찰서앞 교차로,충청남도,공주시,왕릉로,웅진동 2533,기타,지자체,"2017",4지,2차로형,,,,O,,,,,36.457924,127.109553,"3"
법원앞 교차로,충청남도,공주시,한적2길,"373",기타,지자체,"2017",4지,2차로형,,,,O,,,,,36.47737,127.14172,"1"
삼각교차로,충청남도,공주시,통산로,"56",시도,지자체,"2019",3지,1차로형,,,,O,1,"1",,,36.330851,127.042017,"2"
관촌 교차로,충청남도,보령시,보령북로,"250",시도,지차체,"2012",4지,2차로형,,,,O,,,,,36.362521,126.584215,"2"
죽정삼거리,충청남도,보령시,죽성로,죽정동 757,시도,행정안전부,"2013",3지,1차로형,,,,O,,,,,36.370272,126.617692,"0"
명암 교차로,충청남도,보령시,명암1길,"7",군도,지차체,"2016",4지,2차로형,,,,O,,,,,36.342591,126.61346,"3"
머드광장,충청남도,보령시,머드로,신흑동 2309,군도,지차체,"2012",3지,2차로형,,,,O,,,,,36.315218,126.511446,"2"
성주삼거리,충청남도,보령시,성주면,성주리 197-1,국도,국토교통부,"2018",4지,1차로형,,,,O,1,,"1",,36.336302,126.650617,"1"
관광호텔 사거리,충청남도,아산시,아산로,"6",기타,지자체,"2016",4지,2차로형,,,,O,,,,,36.782187,127.000374,"12"
군도11호 회전교차로,충청남도,아산시,행목로,"49",기타,지자체,"2010",4지,2차로형,,,,O,,,,,36.769674,126.9494,"0"
울바위 삼거리,충청남도,아산시,신정호길,"278",지방도,경찰청,"2014",4지,1차로형,,,,O,,,,,36.760174,126.965607,"0"
배방환승정류장 ,충청남도,아산시,모산로,"189",기타,지자체,"2018",3지,1차로형,,,,O,,,,,36.775365,127.063425,"1"
선문대후문,충청남도,아산시,탕정면로,"124",기타,지자체,"2018",4지,1차로형,,,,O,,,,,36.803101,127.069823,"1"
수장리,충청남도,아산시,수장로,168-6,기타,지자체,"2019",4지,1차로형,,,,O,,,,,36.805265,126.964299,"0"
오목초 사거리,충청남도,아산시,신창면 오목리,1027-1,기타,지자체,"2019",4지,1차로형,,,,O,1,"1",,,36.808559,126.926059,"1"
1호광장,충청남도,서산시,고운로,"1312",시도,지자체,"2000",7지,3차로형,,,,O,,,,,36.783473,126.452091,"6"
장동사거리,충청남도,서산시,남부순환로,"933",시도,행정안전부,"2011",4지,1차로형,,,,O,,,,,36.74351,126.485884,"1"
오목내 사거리,충청남도,서산시,한월당로,어송리 12493,지방도,지자체,"2013",4지,1차로형,,,,O,,,,,36.817227,126.350085,"1"
부산 교차로,충청남도,서산시,서령로,부산리 3014,지방도,행정안전부,"2017",3지,1차로형,,,,O,,,,,36.808763,126.485661,"0"
테크노벨리 교차로,충청남도,서산시,성연면 평리,"3092",지방도,지자체,"2016",4지,2차로형,,,,O,,,,,36.836813,126.456132,"0"
대봉정 교차로,충청남도,서산시,무학로,봉락리 산893,지방도,민간사업자,"2017",3지,2차로형,,,,O,,,,,36.698633,126.392034,"1"
대산3산단 회전교차로,충청남도,서산시,대죽산업로,대죽리 1191,도시계획도로,민간사업자,"2019",4지,2차로형,,,,O,1,"1",,,36.993529,126.389121,"0"
서산1산단 회전교차로,충청남도,서산시,무장산업로,무장리 1854,도시계획도로,민간사업자,"2013",4지,2차로형,,,,O,1,,"1",,36.845692,126.442997,"0"
광석 천동리 회전교차로,충청남도,논산시,광석로,왕전리 산22-5,시도,행정안전부,"2012",4지,1차로형,,,,O,,,,,36.247167,127.109271,"0"
강경 채산리 회전교차로,충청남도,논산시,계백로,채산리 552-34,지방도,행정안전부,"2011",3지,1차로형,,,,O,,,,,36.152673,127.010079,"1"
광석 신당리 회전교차로,충청남도,논산시,장마루로,신당리 49-18,지방도,행정안전부,"2011",4지,1차로형,,,,O,,,,,36.244371,127.083538,"2"
노성 병사리 회전교차로,충청남도,논산시,노성로,병사리 137-4,지방도,행정안전부,"2014",4지,1차로형,,,,O,,,,,36.283988,127.101384,"0"
동산리 회전교차로,충청남도,논산시,안심로, 동산리 산46-26,지방도,지자체,"2012",4지,1차로형,,,,,,,,,36.134799,127.100455,"5"
눈다리교차로,충청남도,논산시,장마루로,신당리 135-14,지방도,행정안전부,"2013",4지,1차로형,,,,O,,,,,36.253102,127.077581,"1"
종합운동장 앞 회전교차로,충청남도,계룡시,"체육로,문화로",유동리 280-6,기타,지자체,"2018",4지,2차로형,,,,O,,,,,36.162541,127.135818,"0"
운산 회전교차로,충청남도,당진시,운산로,"103",기타,행정안전부,"2014",4지,1차로형,,,,O,,,,,36.802592,126.767489,"0"
행정 회전교차로,충청남도,당진시,남부로,행정동 827,시도,행정안전부,"2010",4지,2차로형,,,,O,,,,,36.884018,126.616748,"1"
기지시 회전교차로,충청남도,당진시,반촌로,송악읍 기지시리 15514,기타,행정안전부,"2012",4지,1차로형,,,,O,,,,,36.904336,126.694262,"3"
운곡 회전교차로,충청남도,당진시,예덕로,합덕읍 운산리 871,지방도,행정안전부,"2013",4지,2차로형,,,,O,,,,,36.804945,126.761414,"3"
신평농협 오거리(망객산오거리),충청남도,당진시,신평길,금천리 34555,지방도,지자체,"2015",5지,1차로형,,,,O,,,,,36.881322,126.779168,"2"
뱃터 삼거리,충청남도,당진시,정미로,천의리 13713,지방도,행정안전부,"2011",3지,1차로형,,,,O,,,,,36.893042,126.568897,"0"
순성중 사거리,충청남도,당진시,남부로,봉소리 5237,지방도,지자체,"2015",4지,1차로형,,,,O,,,,,36.851417,126.703314,"3"
합도초교 사거리,충청남도,당진시,남부로,합덕읍 소소리 64-78,지방도,행정안전부,"2019",4지,1차로형,,O,,O,,,,,36.811423,126.758237,"1"
가마못 교차로,충청남도,당진시,반촌로,반촌리 755-10,지방도,지자체,"2017",3지,2차로형,,,,O,,,,,36.900267,126.711291,"0"
구터미널 회전교차로,충청남도,당진시,읍내동,528-35,기타,지자체,"2019",4지,2차로형,,,,O,1,"1",,,36.894014,126.63055,"8"
반촌교차로,충청남도,당진시,송악읍,반촌리 861-30,기타,지자체,"2018",3지,1차로형,,,,O,1,,"1",,36.90099,126.697632,"0"
상거교차로,충청남도,당진시,송산면 ,상거리 261,기타,충청남도,"2017",4지,1차로형,,O,,O,1,,"1",,36.930057,126.681502,"0"
송산교차로,충청남도,당진시,송산면 ,상거리 250-3,기타,충청남도,"2017",3지,1차로형,,,,O,1,,"1",,36.928604,126.682457,"1"
원당교차로,충청남도,당진시,원당동,403-7,기타,지자체,"2018",5지,2차로형,,,,O,1,,"1",,36.915953,126.643933,"2"
추부IC앞,충청남도,금산군,추부면 마전리,194-6,군도,행정안전부,"2014",5지,1차로형,,,,O,,,,,36.19843,127.478017,"2"
양전회전교차로,충청남도,금산군,금산로,"1575",일반국도,국토부,"2017",5지,2차로형,,,,O,,,,,36.114394,127.493583,"7"
엑스포삼거리,충청남도,금산군,금산읍 신대리,361-1,일반국도,지자체,"2017",3지,2차로형,,,,O,,,,,36.098321,127.502928,"2"
중도오거리,충청남도,금산군,금산읍 신대리,667-15,일반국도,지자체,"2017",5지,2차로형,,,,O,,,,,36.102527,127.499837,"5"
금삼교사거리,충청남도,금산군,비단로,"163",지방도,행정안전부,"2014",4지,2차로형,,,,O,,,,,36.102043,127.49571,"7"
성왕로교터리,충청남도,부여군,부여로,"66",군도,국토부,"1970",4지,2차로,,,,O,,,,,36.28308,126.910408,"6"
군청로터리,충청남도,부여군,석탑로,"630",기타,국토부,"1960",4지,,"2차로
(전환예정)",,,O,,,,,36.27615,126.910541,"6"
대향로로터리,충청남도,부여군,성왕로,"3761",일반국도,행정안전부,"2010",4지,2차로,,,,O,,,,,36.284115,126.929445,"2"
궁남교차로,충청남도,부여군,궁남로,"39",기타,문체부,"2017",4지,1차로,,,,O,,,,,36.272582,126.913427,"0"
서천 서해병원앞 회전교차로,충청남도,서천군,서천로,"182",군도,행정안전부,"2000","5",2차로형,,,,,,,,,36.083708,126.687443,"8"
서천 군사 오거리 회전교차로,충청남도,서천군,충절로,군사리8211,군도,행정안전부,"2012","5",2차로형,,,,,,,,,36.074187,126.699316,"13"
장항 창선리 회전교차로,충청남도,서천군,장마로,창선2리2043,군도,행정안전부,"2014","4",2차로형,,,,O,,,,,36.016154,126.698937,"3"
판교사거리 회전교차로,충청남도,서천군,대백제로,판교리390-5,군도,지자체,"2019",4지,1차로형,,,,X,1,"1",,,36.167169,126.691945,"4"
유산사거리 회전교차로,충청남도,서천군,한마로,동산리 397-2,위임국도,지자체,"2019",4지,1차로형,,,,X,1,"1",,,36.086684,126.81091,"2"
군청앞 회전교차로,충청남도,청양군,중앙로,송방리 734,기타,지자체,"2015",4지,2차로형,,,,O,,,,,36.456977,126.802301,"0"
역촌회전교차로,충청남도,청양군,충의로,역촌리 6543,일반국도,국토부,"2015",3지,1차로형,,,,O,,,,,36.2509,126.5656,"0"
청양고사거리 회전교차로,충청남도,청양군,문화예술로,송방리 184-3,기타,지자체,"2017",4지,2차로형,,O,,O,,,,,36.2705,126.4755,"0"
송방사거리 회전교차로,충청남도,청양군,칠갑산로,송방리 421-3,기타,지자체,"2018",4지,2차로형,,,,O,,,,,36.2659,126.4732,"0"
청양고사거리 회전교차로,충청남도,청양군,문화예술로,송방리 184-3,기타,지자체,"2017",4지,2차로형,,,,O,1,,"1",,36.2705,126.4755,"0"
송방사거리 회전교차로,충청남도,청양군,칠갑산로,송방리 421-3,기타,지자체,"2018",4지,2차로형,,,,O,1,"1",,,36.2659,126.4732,"0"
미당사거리 회전교차로,충청남도,청양군,충의로,미당리 111-4,일반국도,지자체,"2019",4지,1차로형,,,,O,1,"1",,,36.367455,126.931934,"1"
오봉리 회전교차로,충청남도,홍성군,구항면 오봉리,"822",군도,행정안전부,"2013",4지,2차로형,,,,O,,,,,36.587683,126.609071,"2"
구정리회전교차로,충청남도,홍성군,홍동면 구정리,"401",군도,지자체,"2015",5지,1차로형,,,,O,,,,,36.560918,126.689081,"0"
은하회전교차로,충청남도,홍성군,은하면 장척리,"6971",기타,지자체,"2010",4지,1차로형,,,,O,,,,,36.500624,126.607978,"0"
옥암2교차로,충청남도,홍성군,홍성급 옥암리,"1101",기타,행정안전부,"2013",4지,2차로형,,,,O,,,,,36.59404,126.653081,"10"
옥암3교차로,충청남도,홍성군,홍성읍 옥암리,"2718",기타,지자체,"2010",4지,2차로형,,,,O,,,,,36.589381,126.657123,"5"
옥계 교차로,충청남도,홍성군,무한로,옥계리 136,지방도,행정안전부,"2016",3지,1차로형,,,,O,,,,,36.48759,126.744207,"0"
내갈 삼거리,충청남도,홍성군,갈산로,"27720",일반국도,국토부,"2017",3지,1차로형,,,,O,,,,,36.602729,126.563099,"0"
은하목현 교차로,충청남도,홍성군,홍남로,목현리 73,지방도,행정안전부,"2016",4지,1차로형,,,,O,,,,,36.518565,126.571151,"1"
광천교차로,충청남도,홍성군,홍남로,광천리 17322,지방도,지자체,"2015",5지,1차로형,,,,O,,,,,36.503102,126.625398,"3"
대교1회전교차로,충청남도,홍성군,홍성읍 대교리,67-21,기타,지자체,"2013",4지,2차로형,,,,O,,,,,36.602866,126.677738,"4"
덕정교차로,충청남도,홍성군,금마면 덕정리,528-1,지방도,지차제,"2019",4지,1차로형,,,,O,1,"1",,,36.604311,126.733311,"4"
주교오거리,충청남도,예산군,벚꽃로,"2",기타,지자체,"2011",5지,2차로형,,,,O,,,,,36.681597,126.832983,"7"
시량사거리,충청남도,예산군,덕산온천로,"134",군도,행정안전부,"2014",4지,1차로형,,,,O,,,,,36.684985,126.649306,"0"
예산역 광장,충청남도,예산군,아리랑로,주교리 2214,기타,지자체,"2016",3지,2차로형,,,,O,,,,,36.686232,126.82951,"3"
아리랑 고개,충청남도,예산군,아리랑로,"113",기타,지자체,"2016",4지,2차로형,,,,O,,,,,36.686728,126.842948,"15"
삽교역 사거리,충청남도,예산군,삽교로,"179",군도,지자체,"2016",4지,2차로형,,,,O,,,,,36.685574,126.749786,"0"
봉산 교차로,충청남도,예산군,봉면산로,고도리 4610,지방도,지자체,"2016",4지,1차로형,,,,O,,,,,36.75048,126.681541,"0"
장복교 삼거리(궐곡),충청남도,예산군,대술로,궐곡리 4093,지방도,지자체,"2017",3지,1차로형,,,,O,,,,,36.677537,126.906735,"1"
오촌 사거리,충청남도,에산군,황금뜰로,오촌리 1064,지방도,행정안전부,"2018",4지,1차로형,,,,O,,,,,36.721024,126.794144,"1"
시목 삼거리,충청남도,예산군,광시동로,시목리 6771,군도,국토부,"2017",3지,1차로형,,,,O,,,,,36.547009,126.780358,"0"
덕산 읍내교차로,충청남도,예산군,충의로,"6",국도,국토부,"2016",5지,2차로형,,,,O,,,,,36.704416,126.672864,"6"
행정타운사거리,충청남도,예산군,군청로,예산리 804,기타,지자체,"2018",4지,2차로형,,O,,O,,,,,36.678535,126.84334,"2"
삽교교차로,충청남도,예산군,충의로,삽교리436-10,군도,지자체,"2019",4지,2차로형,,,,O,,,,,36.687811,126.717905,"0"
삽교교차로(2),충청남도,예산군,충의로,삽교리508-22,군도,지자체,"2019",4지,1차로형,,,,O,,,,,36.688733,126.717043,"0"
신례원사거리,충청남도,예산군,창말로, 신례원리 251-11,기타,지자체,"2018",4지,2차로형,,,,O,1,,"1",,36.727362,126.845638,"4"
오산사거리,충청남도,예산군,오신로,오산리 469-5,군도,행정안전부,"2019",4지,1차로형,,,,O,1,"1",,,36.728406,126.797459,"0"
용궁사거리,충청남도,예산군,오신로,종경리 281-45,군도,지자체,"2019",4지,1차로형,,,,O,1,"1",,,36.741267,126.812775,"2"
태안여고 앞 1호 교통광장,충청남도,태안군,1호광장,태안읍 남문리 4042,기타,행정안전부,"2018",5지,1차로형,,O,,O,,,,,36.757656,126.290374,"11"
반계 교차로,충청남도,태안군,원이로,"794",지방도,지자체,"2016",4지,1차로형,,,,O,,,,,36.820214,126.256936,"2"
삼천동 삼익아파트 삼거리,전라북도,전주시 완산구,용리로,"143","5",지자체,"2002",3지,,"1차로형
(전환중)",,,,,,,,35.796965,127.125521,"4"
여의동 KT(팔복지사) 사거리,전라북도,전주시 덕진구,유상로,"44","5",지자체,"2010",4지,,"1차로형
(전환중)",,,,,,,,35.861345,127.083651,"0"
평화동 경복궁아파트 앞,전라북도,전주시 완산구,평화로,"115","5",지자체,"2005",4지,1차로형,,,,,,,,,35.786839,127.134437,"4"
평화동 지시제 삼거리,전라북도,전주시 완산구,구이로,"2094","5",지자체,"2010",3지,2차로형,,,,O,,,,,35.784756,127.129909,"1"
효자동 더샾 포스코아파트 앞,전라북도,전주시 완산구,범안1길,"36","5",지자체,"2010",3지,1차로형,,,,O,,,,,35.81083,127.107067,"1"
인후동 인후육거리,전라북도,전주시 덕진구,건산로,"125","5",행정안전부,"2011",6지,2차로형,,,,O,,,,,35.833081,127.150779,"11"
원당동 원당교차로,전라북도,전주시 완산구,모악산자락길,"269","5",행정안전부,"2012",3지,2차로형,,,,O,,,,,35.754698,127.119107,"1"
덕진동 법원삼거리,전라북도,전주시 덕진구,사평로,"11","5",행정안전부,"2013",3지,2차로형,,,,O,,,,,35.839199,127.119272,"2"
인후동 서낭당오거리,전라북도,전주시 덕진구,인후3길,"3","5",행정안전부,"2014",5지,2차로형,,,,O,,,,,35.829541,127.154041,"1"
 중동 는들공원 앞,전라북도,전주시 완산구,오공로,"70","5",LH공사,"2014",3지,2차로형,,,,O,,,,,35.833299,127.064469,"1"
덕진동 덕진공원 부근,전라북도,전주시 덕진구,권삼득로,"371","5",지자체,"2014",3지,1차로형,,,,O,,,,,35.846795,127.122523,"2"
중인동 중인삼거리,전라북도,전주시 완산구,중인1길,"6","5",행정안전부,"2015",3지,1차로형,,,,O,,,,,35.776191,127.101686,"1"
반월동 동산고가교 밑,전라북도,전주시 덕진구,반월로,"104","5",지자체,"2017",3지,1차로형,,,,,,,,,35.877733,127.075876,"0"
고사동 오거리광장,전라북도,전주시 완산구,문화광장로,"2","5",지자체,"2017",5지,1차로형,,,,O,,,,,35.821508,127.144755,"2"
비응항,전라북도,군산시,비응로,"64","5",민간사업자,"2007",4지,1차로형,,,,,,,,,35.939375,126.529086,"1"
성산면사무소,전라북도,군산시,성산면 동군산로,"17","4",지자체,"2007",4지,1차로형,,,,O,,,,,35.990582,126.783706,"0"
제일고 삼거리,전라북도,군산시,백릉로,"176","5",경찰청,"2011",3지,2차로형,,,,O,,,,,35.975772,126.745847,"1"
임피 남상사거리,전라북도,군산시,임피면 동군산로,"751","4",행정안전부,"2011",4지,1차로형,,,,O,,,,,35.987111,126.855672,"1"
대야 석화삼거리,전라북도,군산시,대야관통로,"156","4",행정안전부,"2012",4지,1차로형,,,,O,,,,,35.948308,126.822038,"1"
산북사거리(미성초교 앞),전라북도,군산시,산북로,"53","5",행정안전부,"2014",4지,1차로형,,,,O,,,,,35.958543,126.672557,"1"
당북초교 앞,전라북도,군산시,백석로,"36","6",행정안전부,"2014",3지,소형,,O,,O,,,,,35.947044,126.717961,"0"
옥구선제사거리,전라북도,군산시,대학로,"808","5",행정안전부,"2016",4지,1차로형,,,,O,,,,,35.923016,126.686061,"1"
구호촌사거리,전라북도,군산시,옥봉리,"13381","4",행정안전부,"2012",4지,1차로형,,,,O,,,,,35.916819,126.643612,"0"
왕궁면사무소 앞 회전교차로,전라북도,익산시,제석사지로,"363","6",행정안전부,"2013",4지,1차로형,,,,O,,,,,35.9655,127.083719,"1"
황등 회전교차로,전라북도,익산시,황등로,"12","5",행정안전부,"2011",3지,1차로형,,,,O,,,,,35.993956,126.949419,"0"
서두교 회전교차로,전라북도,익산시,황금로 ,"319","4",지자체,"2011",4지,2차로형,,,,O,,,,,36.027137,126.961621,"1"
낭산 석천삼거리 회전교차로,전라북도,익산시,함낭로,"1297","4",지자체,"2018",3지,1차로형,,,,O,,,,,36.075192,127.040705,"1"
탑고지사거리,전라북도,익산시,금성리,"1963","4",행정안전부,"2011",4지,1차로형,,,,O,,,,,36.063655,126.921613,"0"
오룡사거리,전라북도,익산시,오룡리,"2418","4",행정안전부,"2016",4지,1차로형,,,,O,,,,,36.023074,126.986677,"5"
삼기산사거리,전라북도,익산시,기산길,558-2,"4",행정안전부,"2019",4지,1차로형,,,,O,1,"1",,,36.009559,127.002263,"4"
구군청오거리,전라북도,정읍시,중앙1길,"1","5",지자체,"2005",5지,2차로형,,,,O,,,,,35.569813,126.849098,"6"
내장삼거리,전라북도,정읍시,내장산로,"407","2",지자체,"2011",3지,2차로형,,,,O,,,,,35.523522,126.897082,"0"
3공단 사거리,전라북도,정읍시,정읍북로,"609","6",지자체,"2013",4지,2차로형,,,,O,,,,,35.611192,126.892675,"4"
신면사거리,전라북도,정읍시,면접길,"265","4",지자체,"2016",4지,2차로형,,,,O,,,,,35.505514,126.814218,"0"
