"무인교통단속카메라관리번호",시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,설치장소,단속구분,제한속도,단속구간위치구분,과속단속구간길이,보호구역구분,설치년도,관리기관명,관리기관전화번호,데이터기준일자
F4027,충청북도,제천시,시도,-,제천시도,,,충청북도 제천시 신월동 202-4,37.1517440000,128.1883160000,제천 신월동 가구단지앞,1,70,,,99,2008,충북지방경찰청,043-240-2651,2020-06-30
F4028,충청북도,영동군,일반국도,4,4번 국도,,,충청북도 영동군 심천면 고당리 714-1,36.2139940000,127.6929860000,영동 심천 고당리 옥계폭포앞,1,60,,,99,2008,충북지방경찰청,043-240-2651,2020-06-30
F4029,충청북도,단양군,지방도,532,532번 지방도,,,충청북도 단양군 매포읍 평동리 916,37.0248650000,128.2938450000,충북 단양군 매포읍 평동리 606 (북단양IC -> 매포),1,70,,,99,2008,충북지방경찰청,043-240-2651,2020-06-30
F4030,충청북도,단양군,일반국도,5,5번 국도,,,충청북도 단양군 매포읍 응실리 산64,36.9986450000,128.3273420000,단양 매포읍 어의곡리 백광소재앞,1,70,,,99,2008,충북지방경찰청,043-240-2651,2020-06-30
F4031,충청북도,보은군,일반국도,19,19번 국도,,,충청북도 보은군 보은읍 학림리 148-7,36.5220080000,127.7210880000,보은 보은읍 남부로 4953 보은조경앞 노상,1,60,,,99,2008,충북지방경찰청,043-240-2651,2020-06-30
F4032,충청북도,흥덕구,시도,-,3순환로,,,충청북도 청주시 흥덕구 남촌동 121-1,36.6633470000,127.4187020000,청주시 흥덕구 남촌동 122(청주역 → 원평교차로),1,80,,,99,2008,충북지방경찰청,043-240-2651,2020-06-30
F4033,충청북도,음성군,지방도,318,318번 지방도,,,충청북도 음성군 금왕읍 호산리 263-1,37.0493420000,127.5405410000,음성군 금왕읍 호산리 호산4R앞 노상,1,60,,,99,2008,충북지방경찰청,043-240-2651,2020-06-30
F4034,충청북도,음성군,일반국도,82,82번 국지도,,,충청북도 음성군 대소면 오류리 218-2,36.9778710000,127.4684750000,음성군 대소면 오류리 융보아파트 앞,1,70,,,99,2008,충북지방경찰청,043-240-2651,2020-06-30
F4035,충청북도,음성군,일반국도,36,36번 국도,,,충청북도 음성군 음성읍 한벌리 812,36.9444050000,127.7155360000,음성군 소이면 비산리 준마트앞,1,80,,,99,2008,충북지방경찰청,043-240-2651,2020-06-30
F4036,충청북도,진천군,일반국도,34,34번 국도,,,충청북도 진천군 백곡면 사송리 66-2,36.8758510000,127.3882310000,진천 백곡 사송리 사송마을앞,1,60,,,99,2008,충북지방경찰청,043-240-2651,2020-06-30
F4037,충청북도,흥덕구,지방도,512,512번 지방도,,,충청북도 청주시 서원구 남이면 구암리 산 33-3,36.6156283100,127.6720138000,청주 서원구 남이면 구암리 산 33-3 구암교차로앞,1,80,,,99,2008,충북지방경찰청,043-240-2651,2020-06-30
F4038,충청북도,10지구대,고속국도,30,30번고속국도,,,충청북도 청주시 서원구 남이면 척산리 산54,36.5610490000,127.4532610000,청원 남이 척산 청원~상주2.1K상행,1,110,,,99,2008,충북지방경찰청,043-240-2651,2020-06-30
F4039,충청북도,청원구,시도,-,제2순환로,,,충청북도 청주시 청원구 사천동 527-2,36.6685270000,127.4682180000,청주 청원 사천동 정하4R,2,70,,,99,2008,충북지방경찰청,043-240-2651,2020-06-30
F4040,충청북도,흥덕구,일반국도,17,17번 국도,,,충청북도 청주시 서원구 현도면 죽전리 72-4,36.4961120000,127.4261460000,청주 서원 현도면 청남로 457 용문주유소앞 3R,2,70,,,99,2008,충북지방경찰청,043-240-2651,2020-06-30
F4041,충청북도,충주시,일반국도,36,36번 국도,,,충청북도 충주시 대소원면 만정리 688-2,36.9653810000,127.8466530000,충주 이류 만정리 황대마을3R,2,80,,,99,2008,충북지방경찰청,043-240-2651,2020-06-30
F4042,충청북도,제천시,지방도,82,82번 지방도,,,충청북도 제천시 장락동 392-4,37.1508470000,128.2268680000,제천 장락 장락3R,2,60,,,99,2008,충북지방경찰청,043-240-2651,2020-06-30
F4043,충청북도,옥천군,일반국도,4,4번 국도,,,충청북도 옥천군 옥천읍 삼양리 16-5,36.3096320000,127.5609320000,옥천 삼양 삼양4R,2,60,,,99,2008,충북지방경찰청,043-240-2651,2020-06-30
F4044,충청북도,음성군,지방도,82,82번 지방도,,,충청북도 음성군 금왕읍 금석리 275-11,36.9896385500,127.5989383000,음성 금왕읍 금석로 47 DC마트앞 노상,2,70,,,99,2008,충북지방경찰청,043-240-2651,2020-06-30
F4045,충청북도,진천군,일반국도,21,21번 국도,,,충청북도 진천군 진천읍 벽암리 182-2,36.8595760000,127.4369750000,진천 벽암 벽암4R,2,50,,,99,2008,충북지방경찰청,043-240-2651,2020-06-30
F4046,충청북도,10지구대,고속국도,50,50번 고속도로,,,경기도 여주시 가남읍 오산리 381-2,37.2402290000,127.5548160000,경기 여주 가남 정단리 영동선84.9K(강릉방향),1,100,,,99,2008,충북지방경찰청,043-240-2651,2020-06-30
F4609,충청북도,흥덕구,시도,-,사직대로,,,충청북도 청주시 흥덕구 복대동 111,36.6343280000,127.4472420000,청주 흥덕 복대동 공단6거리,1,60,,,99,2009,충북지방경찰청,043-240-2651,2020-06-30
F4610,충청북도,제천시,지방도,82,82번 지방도,,,충청북도 제천시 금성면 구룡리 272-4,37.0650742000,128.1670898000,제천시 금성면 구룡리 91-3 왕건반점 앞,1,50,,,99,2009,충북지방경찰청,043-240-2651,2020-06-30
F4611,충청북도,괴산군,군도,-,초평로,,,충청북도 증평군 증평읍 연탄리 876-1,36.8024370000,127.5474910000,증평 증평 연탄리 보타사 앞,1,60,,,99,2009,충북지방경찰청,043-240-2651,2020-06-30
F4612,충청북도,괴산군,일반국도,34,34번 국도,,,충청북도 괴산군 청안면 청용리 202-1,36.7934410000,127.6352780000,괴산 청안면 중부로 2974 두꺼비주유소앞 노상,1,80,,,99,2009,충북지방경찰청,043-240-2651,2020-06-30
F4613,충청북도,10지구대,고속국도,35,35번 고속국도,,,충청북도 청주시 흥덕구 비하동 383-1,36.6377820000,127.4182130000,청주 흥덕 비하동 중부고속 251.8km 상,1,110,,,99,2009,충북지방경찰청,043-240-2651,2020-06-30
F4614,충청북도,상당구,지방도,32,32번 지방도,,,충청북도 청주시 상당구 남일면 두산리 145-6,36.5622920000,127.5414230000,청주 상당 남일 두산리 두산3R,2,80,,,99,2009,충북지방경찰청,043-240-2651,2020-06-30
F4615,충청북도,흥덕구,일반국도,17,17번 국도,,,충청북도 청주시 서원구 남이면 부용외천리 495-2,36.5328820000,127.4262540000,청원 부용 외천 3R,2,70,,,99,2009,충북지방경찰청,043-240-2651,2020-06-30
F4616,충청북도,흥덕구,시도,-,서부로,,,충청북도 청주시 서원구 개신동 472-6,36.6194720000,127.4546780000,청주 서원 서부로 1409 개신그린주유소 앞 노상,2,60,,,99,2009,충북지방경찰청,043-240-2651,2020-06-30
F4617,충청북도,흥덕구,시도,-,사직대로,,,충청북도 청주시 흥덕구 복대동 966,36.6343650000,127.4533480000,청주 흥덕구 사직대로 56앞 노상(충북대 4R),2,60,,,99,2009,충북지방경찰청,043-240-2651,2020-06-30
F4618,충청북도,청원구,시도,-,사직대로,,,충청북도 청주시 서원구 사창동 387-3,36.6353084400,127.4689258000,청주 서원 사직동 시계탑 5R,2,60,,,99,2009,충북지방경찰청,043-240-2651,2020-06-30
F4619,충청북도,상당구,시도,-,청남로,,,충청북도 청주시 서원구 수곡동 111,36.6148550000,127.4858240000,청주 서원 수곡동 청주남중 3R,2,60,,,99,2009,충북지방경찰청,043-240-2651,2020-06-30
F4620,충청북도,충주시,일반국도,19,19번 국도,,,충청북도 충주시 목행동 764-2,37.0113290000,127.9155750000,충주 목행동 목행천주교회앞 3R,2,70,,,99,2009,충북지방경찰청,043-240-2651,2020-06-30
F4621,충청북도,충주시,일반국도,36,36번 국도,,,충청북도 충주시 주덕읍 신양리 211-13,36.9756040000,127.8017980000,충주 주덕읍 신양리 신양교차로,2,80,,,99,2009,충북지방경찰청,043-240-2651,2020-06-30
F4622,충청북도,제천시,시도,-,청전대로,,,충청북도 제천시 청전동 470-3,37.1457470000,128.2037350000,제천 청전대로1길 3 대제중학교앞 4R,2,60,,,99,2009,충북지방경찰청,043-240-2651,2020-06-30
F4624,충청북도,옥천군,일반국도,4,4번 국도,,,충청북도 옥천군 군북면 이백리 346-2,36.3308958700,127.5341734000,옥천 군북면 옥천로 1114 군북파출소 앞 3R,2,60,,,99,2009,충북지방경찰청,043-240-2651,2020-06-30
F4625,충청북도,옥천군,일반국도,4,4번국도,,,충청북도 옥천군 동이면 세산리 35-10,36.2707347300,127.6198067000,옥천 동이 세산리 공단주유소 3R,2,80,,,99,2009,충북지방경찰청,043-240-2651,2020-06-30
F4626,충청북도,음성군,지방도,82,82번 지방도,,,충청북도 음성군 금왕읍 무극리 562-2,36.9871610000,127.5904390000,음성군 금왕읍 무극리 용계5R,2,70,,,99,2009,충북지방경찰청,043-240-2651,2020-06-30
F5171,충청북도,청원구,일반국도,36,36번 국도,,,충청북도 청주시 청원구 내수읍 은곡리 200-1,36.7066420000,127.5264610000,청주 청원 내수 은곡리 덕일한마음@입구,1,80,,,99,2009,충북지방경찰청,043-240-2651,2020-06-30
F5172,충청북도,청원구,일반국도,36,36번 국도,,,충청북도 청주시 청원구 율량동 143-4,36.6630310000,127.5135140000,청주 청원 율량동 143-4 상리교차로 200M 전방,1,60,,,99,2009,충북지방경찰청,043-240-2651,2020-06-30
F5173,충청북도,흥덕구,지방도,508,508번 지방도,,,충청북도 청주시 흥덕구 옥산면 소로리 424-3,36.6819780000,127.4044130000,청주 흥덕 옥산면 소로리,1,70,,,99,2009,충북지방경찰청,043-240-2651,2020-06-30
F5175,충청북도,흥덕구,지방도,591,591번 지방도,,,충청북도 청주시 흥덕구 오송읍 서평리 135-4,36.5931310000,127.3158330000,청원 흥덕 오송읍 서평리 오송농협 벼건조장 앞,1,60,,,99,2009,충북지방경찰청,043-240-2651,2020-06-30
F5176,충청북도,흥덕구,지방도,508,508번 지방도,,,충청북도 청주시 흥덕구 옥산면 신촌리 348-3,36.6492710000,127.3575040000,청주 흥덕 옥산 신촌리 친환경시설 원예단지 제4구간,1,60,,,99,2009,충북지방경찰청,043-240-2651,2020-06-30
F5177,충청북도,충주시,일반국도,3,3번 국도,,,충청북도 충주시 풍동 22-4,36.9318920000,127.9286590000,충주 풍동 11-6도 풍동마을 앞,1,70,,,99,2009,충북지방경찰청,043-240-2651,2020-06-30
F5178,충청북도,충주시,시도,-,중원대로,,,충청북도 충주시 달천동 771-14,36.9612673200,127.8957861000,충주시 달천동 코끼리주유소 앞,1,60,,,99,2009,충북지방경찰청,043-240-2651,2020-06-30
F5179,충청북도,충주시,일반국도,3,3번 국도,,,충청북도 충주시 살미면 향산리 산26-1,36.9209310000,127.9414380000,충주 살미면 향산리 향산3R앞,1,80,,,99,2009,충북지방경찰청,043-240-2651,2020-06-30
F5180,충청북도,충주시,일반국도,3,3번 국도,,,충청북도 충주시 신니면 견학리 631-2,36.9933710000,127.7424980000,충주 신니면 용원교차로앞,1,80,,,99,2009,충북지방경찰청,043-240-2651,2020-06-30
F5181,충청북도,제천시,일반국도,5,5번 국도,,,충청북도 제천시 명지동 111,37.1124290000,128.2055060000,제천 명지동 명지교차로앞,1,80,,,99,2009,충북지방경찰청,043-240-2651,2020-06-30
F5182,충청북도,제천시,일반국도,5,5번 국도,,,충청북도 제천시 고명동 405-10,37.1114860000,128.2376240000,제천 고명동 뱀골부락앞,1,70,,,99,2009,충북지방경찰청,043-240-2651,2020-06-30
F5183,충청북도,영동군,일반국도,4,4번 국도,,,충청북도 영동군 추풍령면 계룡리 136-2,36.2141350000,127.9454020000,영동 추풍령면 계룡리,1,80,,,99,2009,충북지방경찰청,043-240-2651,2020-06-30
F5184,충청북도,단양군,일반국도,5,5번 국도,,,충청북도 단양군 매포읍 영천리 300-1,37.0658790000,128.2955310000,단양 매포 영천리 담배건조장앞,1,70,,,99,2009,충북지방경찰청,043-240-2651,2020-06-30
F5185,충청북도,옥천군,일반국도,4,4번 국도,,,충청북도 옥천군 동이면 세산리 839-4,36.2716460000,127.6050030000,옥천 동이 세산리,1,80,,,99,2009,충북지방경찰청,043-240-2651,2020-06-30
F5186,충청북도,음성군,일반국도,37,37번 국도,,,충청북도 음성군 생극면 병암리 28-7,37.0309240000,127.6078470000,음성군 생극면 병암리 병암교차로,1,60,,,99,2009,충북지방경찰청,043-240-2651,2020-06-30
F5187,충청북도,음성군,일반국도,21,21번 국도,,,충청북도 음성군 맹동면 인곡리 61-3,36.9434240000,127.5746910000,음성 맹동면 인곡리 꽃동네200m전,1,60,,,99,2009,충북지방경찰청,043-240-2651,2020-06-30
F5188,충청북도,음성군,일반국도,36,36번 국도,,,충청북도 음성군 소이면 비산리 1150,36.9462810000,127.7503380000,음성 소이 비산리 소이3거리,1,80,,,99,2009,충북지방경찰청,043-240-2651,2020-06-30
F5189,충청북도,음성군,일반국도,36,36번 국도,,,충청북도 음성군 원남면 상당리 615,36.9000620000,127.6817620000,음성 원남면 상당2리,1,80,,,99,2009,충북지방경찰청,043-240-2651,2020-06-30
F5190,충청북도,진천군,지방도,513,513번 지방도,,,충청북도 진천군 덕산읍 구산리 729-6,36.8809616600,127.5111745000,진천 덕산면 구산리 대명건영앞,1,60,,,99,2009,충북지방경찰청,043-240-2651,2020-06-30
F5191,충청북도,진천군,군도,-,원덕로,,,충청북도 진천군 문백면 문덕리 288-2,36.8387350000,127.4423460000,진천 문백면 원덕로 115 미래주유소앞 노상,1,60,,,99,2009,충북지방경찰청,043-240-2651,2020-06-30
F5192,충청북도,흥덕구,일반국도,17,17번 국도,,,충청북도 청주시 흥덕구 원평동 319-1,36.6742910000,127.4369320000,청주시 흥덕구 원평동 451-3 원평교차로(문암생태공원 → 청주역),1,80,,,99,2009,충북지방경찰청,043-240-2651,2020-06-30
F5193,충청북도,10지구대,고속국도,35,35번 고속국도,,,경기도 광주시 초월읍 늑현리 39-7,37.3666940000,127.3172880000,경기 광주 초월읍 녹현리 중부고속도로1선 341.5K하행,1,110,,,99,2009,충북지방경찰청,043-240-2651,2020-06-30
F5194,충청북도,10지구대,고속국도,35,35번 고속국도,,,경기도 안성시 일죽면 화봉리 765-1,37.0635650000,127.4731840000,경기 안성 일죽면 화봉리 중부고속도로 303.2K상행,1,110,,,99,2009,충북지방경찰청,043-240-2651,2020-06-30
F5195,충청북도,10지구대,고속국도,37,37번 고속국도,,,경기도 광주시 곤지암읍 삼리 205-17,37.3564490000,127.3200260000,경기 광주 실촌읍 삼리 중부고속도로2선 340.3K상행,1,110,,,99,2009,충북지방경찰청,043-240-2651,2020-06-30
F5196,충청북도,상당구,시도,-,단재로,,,충청북도 청주시 상당구 남일면 쌍수리 424-9,36.5746820000,127.5115670000,청주 상당 남일면 단재로 630 남일초교앞 3R,2,70,,,2,2009,충북지방경찰청,043-240-2651,2020-06-30
F5197,충청북도,상당구,시도,-,수영로,,,충청북도 청주시 상당구 용담동 438,36.6338482400,127.5110815000,청주 상당구 용담동 산성초등학교 후문앞 교차로,2,30,,,2,2009,충북지방경찰청,043-240-2651,2020-06-30
F5198,충청북도,청원구,시도,-,무심동로,,,충청북도 청주시 청원구 사천동 692,36.6616120000,127.4709650000,청주 청원 사천동 남광하우스토리@앞 3R,2,60,,,99,2009,충북지방경찰청,043-240-2651,2020-06-30
F5199,충청북도,흥덕구,지방도,96,96번 지방도,,,충청북도 청주시 서원구 남이면 부용외천리 1024,36.5307850000,127.4100330000,청주 서원 남이면 부용외천리 외천 4R,2,80,,,99,2009,충북지방경찰청,043-240-2651,2020-06-30
F5200,충청북도,흥덕구,시도,-,흥덕로,,,충청북도 청주시 흥덕구 향정동 36-2,36.6445350000,127.4305270000,청주 흥덕 향정동 하이닉스 제3공장 정문앞3R,2,70,,,99,2009,충북지방경찰청,043-240-2651,2020-06-30
F5202,충청북도,충주시,일반국도,19,19번 국도,,,충청북도 충주시 칠금동 520,36.9811310000,127.9129640000,충주 칠금동 칠금4R,2,70,,,99,2009,충북지방경찰청,043-240-2651,2020-06-30
F5203,충청북도,진천군,지방도,510,510번 지방도,,,충청북도 진천군 초평면 진암리 306-3,36.7692040000,127.5111680000,진천 초평 진암리 진암4R,2,80,,,99,2009,충북지방경찰청,043-240-2651,2020-06-30
F5858,충청북도,괴산군,군도,-,삼보로,,,충청북도 증평군 증평읍 내성리 34-1,36.7766180000,127.5861760000,증평군 증평읍 내성리 증평보건복지타운 앞 4R(청안방향),2,50,,,99,2010,충북지방경찰청,043-240-2651,2020-06-30
F5859,충청북도,괴산군,군도,-,삼보로,,,충청북도 증평군 증평읍 내성리 34-1,36.7766790000,127.5859420000,증평군 증평읍 내성리 증평보건복지타운 앞 4R(증평방향),2,50,,,99,2010,충북지방경찰청,043-240-2651,2020-06-30
F6525,충청북도,보은군,일반국도,37,37번 국도,,,충청북도 보은군 보은읍 성족리 304,36.5098072800,127.7553035000,보은군 보은읍 성족리 마을 앞(구 동학혁명공원앞),1,60,,,99,2011,충북지방경찰청,043-240-2651,2020-06-30
F6526,충청북도,옥천군,일반국도,4,4번 국도,,,충청북도 옥천군 옥천읍 서정리 42-26,36.3131435400,127.5567148000,충북 옥천군 옥천읍 서정리 2732 서정마을 앞,1,60,,,99,2011,충북지방경찰청,043-240-2651,2020-06-30
F6527,충청북도,음성군,군도,-,음성로,,,충청북도 음성군 감곡면 주천리 83-3,37.0895277800,127.6275833000,음성 감곡면 음성로 2358 물레방아휴게소앞 노상,1,60,,,99,2011,충북지방경찰청,043-240-2651,2020-06-30
F6528,충청북도,진천군,일반국도,17,17번 국도,,,충청북도 진천군 광혜원면 광혜원리 254-8,36.9918611100,127.4451111000,"진천군 광혜원면 광혜원리 상,하신교 앞",1,60,,,99,2011,충북지방경찰청,043-240-2651,2020-06-30
F6529,충청북도,10지구대,고속국도,35,35번 고속국도,,,경기도 하남시 상산곡동 74-1,37.4982942000,127.2352571000,경기도 하남시 상산곡동 중부선 358.7km 상행선,1,110,,,99,2011,충북지방경찰청,043-240-2651,2020-06-30
F6530,충청북도,10지구대,고속국도,45,45번 고속국도,,,충청북도 충주시 노은면 가신리 244,37.0512541800,127.7291680000,충주시 노은면 가신리 중부내륙선240.4km 하행선,1,110,,,99,2011,충북지방경찰청,043-240-2651,2020-06-30
F6531,충청북도,영동군,일반국도,4,4번 국도,,,충청북도 영동군 심천면 약목리 447-2,36.2036944400,127.7168611000,영동군 심천면 약목리,1,60,,,99,2011,충북지방경찰청,043-240-2651,2020-06-30
F6532,충청북도,상당구,시도,-,산성로,,,충청북도 청주시 상당구 용담동 441,36.6364444400,127.5086667000,청주시 상당구 용담동 명암4R,2,60,,,99,2011,충북지방경찰청,043-240-2651,2020-06-30
F6533,충청북도,흥덕구,시도,-,2순환로,,,충청북도 청주시 흥덕구 가경동 1469,36.6204722200,127.4341944000,청주 흥덕 가경동 MBC앞 4R,2,60,,,99,2011,충북지방경찰청,043-240-2651,2020-06-30
F6534,충청북도,흥덕구,시도,-,직지대로,,,충청북도 청주시 흥덕구 봉명동 166,36.6431442800,127.4541354000,청주 흥덕 직지대로 552앞 봉정4R,2,60,,,99,2011,충북지방경찰청,043-240-2651,2020-06-30
F6535,충청북도,충주시,일반국도,36,36번 국도,,,충청북도 충주시 주덕읍 삼청리 1025-1,36.9679722200,127.7878611000,충주시 주덕읍 삼청리 주덕농공단지 3R,2,80,,,99,2011,충북지방경찰청,043-240-2651,2020-06-30
F6536,충청북도,괴산군,지방도,510,510번 지방도,,,충청북도 증평군 증평읍 미암리 509-9,36.7979954400,127.5892855000,증평군 증평읍 미암리 미암4R,2,70,,,99,2011,충북지방경찰청,043-240-2651,2020-06-30
F6537,충청북도,음성군,일반국도,36,36번 국도,,,충청북도 음성군 원남면 마송리 726,36.8772510000,127.6575278000,음성 원남 보천리 보천3R,2,80,,,99,2011,충북지방경찰청,043-240-2651,2020-06-30
F6538,충청북도,제천시,시도,-,제천북로,,,충청북도 제천시 왕암동 252-1,37.1443611100,128.1618889000,충북 제천시 왕암동 252-1 한방엑스포공원입구 앞 교차로(대원대 → 제천IC),2,80,,,99,2011,충북지방경찰청,043-240-2651,2020-06-30
F6769,충청북도,충주시,일반국도,19,19번 국도,,,충청북도 충주시 산척면 영덕리 1461-2,37.0735450000,127.9323070000,충주 산척 영덕리 하영교차로,1,80,,,99,2012,충북지방경찰청,043-240-2651,2020-06-30
F6879,충청북도,청원구,일반국도,36,36번 국도,,,충청북도 청주시 청원구 내수읍 묵방리 410-13,36.6968055600,127.5230556000,청주 청원 내수 묵방리 410-13 묵방4가,1,80,,,99,2013,충북지방경찰청,043-240-2651,2020-06-30
F6880,충청북도,제천시,일반국도,38,38번 국도,,,충청북도 제천시 송학면 무도리 403-1,37.1759853400,128.2538589000,제천 송학 무도리,1,80,,,99,2013,충북지방경찰청,043-240-2651,2020-06-30
F6881,충청북도,음성군,일반국도,21,21번 국도,,,충청북도 음성군 금왕읍 삼봉리 산50-11,36.9423270300,127.5511497000,음성 금왕 삼봉리,1,80,,,99,2013,충북지방경찰청,043-240-2651,2020-06-30
F6882,충청북도,옥천군,일반국도,37,37번 국도,,,충청북도 옥천군 군서면 오동리 110,36.2998888900,127.5323889000,옥천 군서 오동리 오동교차로 앞,1,80,,,99,2013,충북지방경찰청,043-240-2651,2020-06-30
F6883,충청북도,청원구,일반국도,17,17번 국도,,,충청북도 청주시 청원구 주중동 500-12,36.6834480000,127.4821660000,청주 청원 주중동 500-12 구종축장 3R,2,80,,,99,2013,충북지방경찰청,043-240-2651,2020-06-30
F6884,충청북도,청원구,시도,-,제1순환로,,,충청북도 청주시 서원구 사창동 397,36.6351598200,127.4602427000,청주 서원 사직대로 115앞 사창4R,2,60,,,99,2013,충북지방경찰청,043-240-2651,2020-06-30
F6885,충청북도,상당구,시도,-,청남로,,,충청북도 청주시 서원구 분평동 230-5,36.6071542900,127.4820505000,청주 서원 1순환로 1037앞 분평4R,2,60,,,99,2013,충북지방경찰청,043-240-2651,2020-06-30
F6886,충청북도,충주시,시도,-,계명대로,,,충청북도 충주시 칠금동 1135,36.9824040000,127.9215950000,충주 칠금동 칠금우체국4R,2,60,,,99,2013,충북지방경찰청,043-240-2651,2020-06-30
F6887,충청북도,제천시,일반국도,38,38번국도,,,충청북도 제천시 봉양읍 장평리 799-24,37.1308810000,128.1303320000,제천 봉양 장평리 봉양역앞,2,70,,,99,2013,충북지방경찰청,043-240-2651,2020-06-30
F6888,충청북도,진천군,일반국도,21,21번국도,,,충청북도 진천군 진천읍 가산리 273-1,36.8762160000,127.4748620000,진천 덕산 가산4R,2,60,,,99,2013,충북지방경찰청,043-240-2651,2020-06-30
F7008,충청북도,음성군,지방도,82,82번 지방도,,,충청북도 음성군 금왕읍 오선리 산30-1,36.9822777800,127.5669444000,음성 금왕 오선리 오선4R,1,70,,,99,2013,충북지방경찰청,043-240-2651,2020-06-30
F7019,충청북도,진천군,지방도,513,513번 지방도,,,충청북도 진천군 초평면 오갑리 521,36.8613206000,127.5090679000,진천 초평 오갑리 영주원4R,2,80,,,99,2013,충북지방경찰청,043-240-2651,2020-06-30
F7098,충청북도,음성군,일반국도,21,21번 국도,,,충청북도 음성군 금왕읍 각회리 584,37.0003611100,127.5744444000,음성 금왕 각회리 584번지,1,80,,,99,2013,충북지방경찰청,043-240-2651,2020-06-30
F7106,충청북도,진천군,지방도,513,513번 지방도,,,충청북도 진천군 덕산읍 구산리 405-5,36.8783654100,127.5119564000,진천 덕산 구산리,2,80,,,99,2013,충북지방경찰청,043-240-2651,2020-06-30
F7189,충청북도,상당구,지방도,32,32번 지방도,,,충청북도 청주시 상당구 가덕면 금거리 158-7,36.5837222200,127.5975278000,청주 상당 가덕 금거리 158-7 유림목재 입구,1,80,,,99,2013,충북지방경찰청,043-240-2651,2020-06-30
F7190,충청북도,충주시,지방도,599,599번 지방도,,,충청북도 충주시 대소원면 본리 310-6,36.9786862500,127.8282589000,충주 대소원 노계마을 입구 3R,1,60,,,99,2013,충북지방경찰청,043-240-2651,2020-06-30
F7191,충청북도,옥천군,일반국도,4,4번 국도,,,충청북도 옥천군 옥천읍 가풍리 178,36.2691111100,127.5906944000,옥천 가풍리마을 앞,1,80,,,99,2013,충북지방경찰청,043-240-2651,2020-06-30
F7192,충청북도,청원구,지방도,510,510번 지방도,,,충청북도 청주시 청원구 오창읍 가좌리 599-1,36.7329630000,127.3709470000,청주 청원 오창읍 가좌리 599-1 가좌 4R,2,80,,,99,2013,충북지방경찰청,043-240-2651,2020-06-30
F7193,충청북도,흥덕구,지방도,594,594번 지방도,,,충청북도 청주시 서원구 성화동 641,36.6200650000,127.4581990000,청주 서원 성화동 641 성화지구 입구 3R,2,60,,,99,2013,충북지방경찰청,043-240-2651,2020-06-30
F7194,충청북도,상당구,시도,-,제1순환로,,,충청북도 청주시 서원구 산남동 313-3,36.6204070000,127.4686560000,청주 서원 산남동 313-3 CJB미디어센터앞 3R,2,60,,,99,2013,충북지방경찰청,043-240-2651,2020-06-30
F7195,충청북도,음성군,일반국도,37,37번 국도,,,충청북도 음성군 생극면 신양리 855,37.0347610000,127.6105210000,음성군 생극면 생극4R,2,60,,,99,2013,충북지방경찰청,043-240-2651,2020-06-30
F7196,충청북도,충주시,일반국도,19,19번 국도,,,충청북도 충주시 동량면 대전리 산39-65,37.0429978800,127.9279349000,충주 동량 대전리 금가4R,2,80,,,99,2013,충북지방경찰청,043-240-2651,2020-06-30
F7197,충청북도,흥덕구,지방도,596,596번 지방도,,,충청북도 청주시 흥덕구 옥산면 호죽리 508-1,36.7059250000,127.3634320000,충북 청주시 흥덕구 옥산면 호죽리 508-1(옥산 ↔ 오창),1,60,,,99,2013,충북지방경찰청,043-240-2651,2020-06-30
F7198,충청북도,흥덕구,시도,-,제2순환로,,,충청북도 청주시 흥덕구 비하동 315-3,36.6410370000,127.4222360000,청주 흥덕 비하동 효성APT 입구,2,60,,,99,2013,충북지방경찰청,043-240-2651,2020-06-30
F7199,충청북도,흥덕구,시도,-,제2순환로,,,충청북도 청주시 흥덕구 비하동 330-3,36.6432430000,127.4225480000,청주 흥덕 비하동 롯데마트 앞 4R,2,60,,,99,2013,충북지방경찰청,043-240-2651,2020-06-30
F7466,충청북도,단양군,일반국도,5,5번국도,,,충청북도 단양군 매포읍 가평리 499-4,37.0747450000,128.2774770000,단양 매포 가평리 499-4 현대시멘트 3R,2,70,,,99,2014,충북지방경찰청,043-240-2651,2020-06-30
F7467,충청북도,단양군,일반국도,5,5번국도,,,충청북도 단양군 매포읍 하시리 222-1,37.0433040000,128.3096280000,단양 매포 하시리 222-1 하시 3R,2,80,,,99,2014,충북지방경찰청,043-240-2651,2020-06-30
F7714,충청북도,흥덕구,시도,-,3순환료,,,충청북도 청주시 흥덕구 휴암동 66,36.6102777800,127.4121111000,청주 흥덕 휴암동 66번지,1,80,,,99,2014,충북지방경찰청,043-240-2651,2020-06-30
F7715,충청북도,흥덕구,일반국도,17,17번 국도,,,충청북도 청주시 서원구 남이면 수대리 182-1,36.5700555600,127.4523333000,청주 서원 남이 수대리 182-1 정순란 한정식 앞,1,70,,,99,2014,충북지방경찰청,043-240-2651,2020-06-30
F7716,충청북도,상당구,시도,-,산미로,,,충청북도 청주시 서원구 미평동 252-8,36.6008333300,127.4678056000,청주 서원 미평동 252-8 한성자동차 검사장 4가,1,50,,,99,2014,충북지방경찰청,043-240-2651,2020-06-30
F7717,충청북도,청원구,일반국도,36,36번 국도,,,충청북도 청주시 청원구 내수읍 묵방리 185,36.6788055600,127.5204167000,청주 청원 내수 묵방리 185 묵방교차로 100M전,1,80,,,99,2014,충북지방경찰청,043-240-2651,2020-06-30
